A0A7U3ZK32	A0A7U3ZK32
A0A804MAL4	A0A804MAL4
A0A831ERP2	A0A831ERP2
A0A8F4TCV5	A0A8F4TCV5
A0A8M0FGR8	A0A8M0FGR8
A0A8T9DN77	A0A8T9DN77
A0A8W4F696	A0A8W4F696
A0AA82WNX9	A0AA82WNX9
A0AA92H752	A0AA92H752
A0AA92H7C1	A0AA92H7C1
A0AA93BMC9	A0AA93BMC9
A0AAA9T569	A0AAA9T569
A0AAC8QDB0	A0AAC8QDB0
A0AAC8TGL7	A0AAC8TGL7
A0AAC9HQB1	A0A1C5HQ65
A0AAX7FLQ7	A0AAX7FLQ7
A0AB36PZV1	A0AB36PZV1
A0ABX1LL65	A0ABX1LL65
A0ACD6BAW3	A0ACD6BAW3
A0LU48	A0LU48
A0QSU3	A0QSU3
A0QTQ5	A0QTQ5
A0QUH3	A0QUH3
A0QV40	A0QV40
A0QWG6	A0QWG6
A0QXA6	A0QXA6
A0R1C2	A0R1C2
A0R607	A0R607
A0R6S0	A0R6S0
A1B5I2	A1B5I2
A1KVU8	A0A086RSH0
A3DCU2	A3DCU2
A3DJ37	A3DJ37
A3FQ16	A3FQ16
A3LWG4	A3LWG4
A3MTD6	A3MTD6
A3RL54	A3RL54
A3UNN4	A3UNN4
A3XHN1	A3XHN1
A4IU28	A4IU28
A4JIB1	A0A0H3KHT8
A4PB64	A0A086RSH0
A4ZHS8	A4ZHS8
A5YV76	A5YV76
A6NJ78	A6NJ78
A6TDE9	A6TDE9
A6YEI2	A6YEI2
A7IIH0	A7IIH0
A7MB62	A0A8W4F696
A7XXR1	A7XXR1
A8BZ95	A8BZ95
A8C927	A8C927
A9WIU3	A9WIU3
A9Y8T1	A9Y8T1
B0V8J1	A0QV40
B0XMC1	A0QUH3
B0YD89	B0YD89
B1MDI3	A0QV40
B2HIZ6	B2HIZ6
B3FHP0	B3FHP0
B3LH69	B3LH69
B4EKB3	B4EKB3
B4G0N2	B4G0N2
B5GLB3	B5GLB3
B6DRA0	B6DRA0
B6V7E4	A0A1D8PMH8
B6YWB8	B6YWB8
B6YWC1	B6YWC1
B7G933	B7G933
C0IR58	A0A086RSH0
C0LTM6	C0LTM6
C0SUJ9	A0A086RSH0
C0SUK3	A0A086RSH0
C1DH03	C1DH03
C1I202	C1I202
C1I208	A0A0J9X1M8
C1KBQ3	A0A024B7W1
C3PTT2	A0A096LNF0
C4IEM5	C4IEM5
C4M7X2	C4M7X2
C5YH12	C5YH12
C6FI48	C6FI48
C6K2M8	C6K2M8
C6KTA4	C6KTA4
C7H5K9	C4IEM5
C7Q5P8	A8C927
C9ZP98	C9ZP98
D0VV09	D0VV09
D2W2Z5	D2W2Z5
D3KVM3	D3KVM3
D3KYU3	D3KYU3
D4JZK1	C4IEM5
D5X329	D5X329
D6PBM7	D6PBM7
D6RU56	A0A086RSH0
E0TXX3	E0TXX3
E0TY72	E0TY72
E0W1I1	E0W1I1
E1APK1	E1APK1
E2PUR9	A0A1C5HQ65
E3USM3	E3USM3
E3VXC2	E3VXC2
E9BG32	E9BG32
E9Q401	E9Q401
F0V3Z3	F0V3Z3
F2LIG4	A0A086RSH0
F2QX95	F2QX95
F4Y2B0	F4Y2B0
F9VNG5	F9VNG5
G0GA88	G0GA88
G0S4Z4	G0S4Z4
G0S5R3	G0S5R3
G0SBE6	G0SBE6
G1UII1	G1UII1
G3FFN6	G3FFN6
G3XCV0	G3XCV0
G4VQX9	G4VQX9
G4Z2L3	G4Z2L3
G8BHG6	A0A086RSH0
G8NTI5	A0A0A1EQY0
G8NVB5	A0A0A1EQY0
G9G7I7	A0A086RSH0
G9VYV4	G9VYV4
I3V6A7	C5YH12
I6LRS1	I6LRS1
I6TFG7	I6TFG7
I6WYY7	I6WYY7
I6Y778	I6Y778
I7FE16	I7FE16
I7J7V6	I7J7V6
I7M8B9	I7M8B9
J8HQ06	J8HQ06
J9VFT1	J9VFT1
J9VI09	J9VI09
J9VJZ1	J9VJZ1
M1HE54	A0A8T9DN77
M5AAG8	M5AAG8
O00168	O00168
O00418	O00418
O00571	O00571
O00757	O00757
O00764	O00764
O02696	O02696
O02697	O02697
O04841	O04841
O05209	O05209
O05979	O05979
O06553	O06553
O06644	O06644
O06647	O06647
O06961	A6TDE9
O06967	G0SBE6
O07615	O07615
O09460	O09460
O13833	O13833
O14556	O14556
O14727	O14727
O14936	O14936
O14980	O14980
O15212	O15212
O15226	O15226
O15439	A0AAA9T569
O15648	O15648
O15992	O15992
O22476	O22476
O25096	O25096
O26010	O26010
O26249	O26249
O26359	O26359
O27099	O27099
O28028	O28028
O28608	O28608
O34392	A0A086HZU3
O34513	O34513
O34600	O34600
O34703	O34703
O34919	O34919
O34974	A4IU28
O34994	O34994
O35005	O35005
O35795	O35795
O42692	O42692
O42898	O42898
O43143	O43143
O43598	O43598
O43924	O43924
O50443	A0A0J9X1M8
O51934	O51934
O52324	A0A4Y6N1I7
O52541	O52541
O52542	O52542
O52805	O52805
O52942	O52942
O53146	O53146
O53547	O53547
O57712	O57712
O57758	O57758
O57883	O57883
O58441	O58441
O58523	O58523
O58689	O58689
O58762	O58762
O58832	O58832
O58836	O58836
O59029	O59029
O59128	O59128
O59153	O59153
O59487	O59487
O60313	O60313
O60563	O60563
O60674	O60674
O60701	O60701
O60925	O60925
O62140	O62140
O64527	O64527
O66490	O66490
O66728	O66728
O66837	O57883
O66949	O66949
O67049	O67049
O67099	O67099
O67181	O67181
O67182	O67182
O67323	O67323
O67575	O67575
O67618	O67618
O67728	O67728
O68098	O68098
O68183	O68183
O68880	O68880
O70018	B4EKB3
O73946	O73946
O74036	O74036
O74237	A0A0M4HL56
O74718	O74718
O74866	O74866
O75027	G0SBE6
O75208	O75208
O75376	O75376
O75390	B0YD89
O75417	O75417
O75460	O75460
O75643	O75643
O81770	O81770
O87008	O87008
O87880	O87880
O88703	O88703
O94788	A0A0J9X1M8
O94829	O94829
O95342	O95342
O95544	O95544
O96445	O96445
O97193	O00757
P00173	P00173
P00338	I7J7V6
P00352	A0A0J9X1M8
P00366	P00366
P00374	A0A0L0P1H8
P00381	P00381
P00383	P00383
P00489	P00489
P00512	P00512
P00514	P00514
P00517	P00517
P00523	P00523
P00533	P00533
P00558	P00558
P00588	P00588
P00636	O00757
P00698	P00698
P00720	P00720
P00734	P00734
P00825	P00825
P00830	P00825
P00833	P00833
P00918	P00918
P00953	P00953
P01096	P01096
P01112	P01112
P02309	P02309
P02607	P02607
P02612	P02607
P02829	P02829
P02879	P02879
P02916	P02916
P02994	O59153
P03070	P03070
P03132	P03132
P03300	I6TFG7
P03366	P03366
P03692	P03692
P03780	P03780
P03960	P03960
P04035	P04035
P04049	P04049
P04050	P04050
P04295	P04295
P04406	O14556
P04425	P04425
P04547	P04547
P04637	P04637
P04695	P04695
P04766	P04766
P04964	G1UII1
P04977	P04977
P04978	P04978
P04979	P04978
P04981	P04981
P05023	P05023
P05026	P05026
P05057	P05057
P05091	A0A0J9X1M8
P05132	P00517
P05161	P05161
P05165	P05165
P05166	P05166
P05364	P05364
P05435	P05435
P05977	P05977
P06213	P06213
P06451	P06451
P06453	P06453
P06685	P05023
P06710	P06710
P06762	P06762
P06766	P06766
P06782	P06782
P06968	P06968
P07097	A0QUH3
P07107	P07107
P07275	A0A0J9X1M8
P07291	P02607
P07597	P07597
P07617	P07617
P07620	P07620
P07654	P07654
P07677	P00825
P07739	P07739
P07814	P07814
P07864	I7J7V6
P07896	P07896
P07900	P02829
P08178	P08178
P08183	O95342
P08200	P08200
P08518	P08518
P08581	P08581
P08799	P08799
P08836	P08836
P09041	P00558
P09142	P09142
P09373	P09373
P09457	P09457
P09467	O00757
P09703	P09703
P09989	P09989
P0A029	P0A029
P0A2C9	A0A086RSH0
P0A3E0	P0A3E0
P0A3F3	P0A3F3
P0A3F4	P0A3F4
P0A3R5	P0A3R5
P0A3Y5	P0A3Y5
P0A6F5	P0A6F5
P0A6G7	P0A6G7
P0A6H5	P0A6H5
P0A6R0	P0A6R0
P0A6U8	P0A3F3
P0A6V1	P0A6V1
P0A6X3	P0A6X3
P0A6Y8	P0A6Y8
P0A6Z3	P02829
P0A715	P0A715
P0A776	P0A776
P0A7B1	P0A7B1
P0A7B8	P0A7B8
P0A7D4	J9VI09
P0A7E5	P0A7E5
P0A7G6	P0A7G6
P0A7I4	P0A7I4
P0A817	P0A817
P0A884	P0A884
P0A8I8	P0A8I8
P0A8M3	P0A8M3
P0A8V6	P0A8V6
P0A9J4	P0A9J4
P0A9J6	A0A0H2UL04
P0A9Q7	P0A9Q7
P0A9Q9	P0A9Q9
P0A9X1	A0A086HZU3
P0A9Z1	P0A3F4
P0AA04	P0AA04
P0AAH0	A0A086HZU3
P0AB67	P0AB67
P0AB89	P0AB89
P0ABE7	P0ABE7
P0ABH9	P0ABH9
P0ABQ4	P00381
P0ABY4	P0A3E0
P0AC86	P00489
P0ACJ8	P0ACJ8
P0ACY1	P0ACY1
P0ADF8	P0ADF8
P0AEK2	A0A086RSH0
P0AES0	P0AES0
P0AEX9	P0AEX9
P0AEY3	P0AEY3
P0AG18	P0AG18
P0AG82	P0AG82
P0AGH8	P0AGH8
P0AGJ7	P0AGJ7
P0C6X7	P0C6X7
P0CG48	P0CG48
P0DJQ7	P0DJQ7
P0DMV8	P0A6Y8
P0DOV5	A0A086RSH0
P0DP23	P02607
P0DPA9	P0DPA9
P0DSP4	P0DSP4
P0DTD1	P0C6X7
P10081	P10081
P10408	P10408
P10441	P10441
P10584	O96445
P10721	P10721
P10802	P10802
P10807	P10807
P11021	P0A6Y8
P11041	P11041
P11124	P11124
P11142	P0A6Y8
P11172	P11172
P11309	P11309
P11402	P11402
P11413	P11413
P11439	P11439
P11798	P11798
P11802	A8BZ95
P11904	P11904
P11986	P11986
P12277	P12277
P12532	P12277
P12612	P12612
P12883	P08799
P12904	P12904
P13000	P13000
P13010	P13010
P13255	P13255
P13280	P13280
P13543	P02607
P13551	P13551
P13563	P13563
P13637	P05023
P13714	I7J7V6
P13807	P13807
P13835	P13835
P13955	P00381
P13956	P13956
P14061	P14061
P14336	A0A024B7W1
P14611	A0QUH3
P14618	C6KTA4
P14697	A0A086RSH0
P14755	P14755
P14769	P14769
P14941	P14941
P15056	P04049
P15108	P02829
P15121	A0A0M4HL56
P15266	P15266
P15442	P15442
P15468	P15468
P15531	P15266
P15723	P15723
P15879	P15879
P16088	P16088
P16094	P09989
P16140	P16140
P16154	P16154
P16330	P16330
P16370	P16370
P16442	P16442
P16474	P0A6Y8
P16521	P16521
P16641	O15992
P17065	P17065
P17312	P17312
P17612	P00517
P17844	P17844
P17980	P17980
P18843	P18843
P18886	P18886
P19097	P19097
P19120	P0A6Y8
P19525	P19525
P19711	P19711
P19844	P19844
P20000	A0A0J9X1M8
P20248	P20248
P20345	P20345
P20435	P20435
P20436	P20436
P20974	P20974
P21447	O95342
P21673	P21673
P21796	P21796
P21980	P21980
P22069	P22069
P22108	P22108
P22139	P22139
P22244	P22244
P22392	P15266
P22629	P22629
P22887	P15266
P23381	P23381
P23874	P23874
P23886	G0SBE6
P24182	P24182
P24476	P24476
P24733	P08799
P24785	P24785
P24826	A0A8T9DN77
P24941	A8BZ95
P25321	P00517
P25740	P25740
P25906	P25906
P26281	P26281
P26446	P26446
P26646	O07615
P26663	P26663
P26935	P26935
P27000	P27000
P27115	P27115
P27395	A0A024B7W1
P27958	P26663
P27999	P27999
P28241	P08200
P28327	P28327
P28329	P18886
P28366	P10408
P28482	A8BZ95
P28650	J9VI09
P28834	P08200
P28907	P28907
P29018	A0QXA6
P29241	P28907
P29973	P29973
P29994	P29994
P30074	A0A8T9DN77
P30566	G4VQX9
P30750	P30750
P31321	P00514
P31327	P31327
P31412	P31412
P31547	P31547
P31572	P31572
P31677	P31677
P31808	A0A0H2UYY2
P31853	P31853
P32055	P32055
P32056	P32056
P32171	P32171
P32322	P32322
P32324	P32324
P32471	P32471
P32481	P32481
P32639	O75643
P32767	P32767
P32769	P32769
P32839	P32839
P32876	P32876
P33038	P33038
P33176	P33176
P33302	P33302
P33312	F2QX95
P33650	P33650
P33897	P33897
P33931	P33931
P34945	O58441
P34947	P28327
P35154	P35154
P35609	P35609
P35658	P35658
P35731	P35731
P36022	P36022
P36419	P36419
P36776	P36776
P36929	P36929
P37344	P37344
P37468	O59487
P38182	P38182
P38230	O53146
P38424	P38424
P38646	P0A6Y8
P38862	P38862
P38902	P38902
P38947	P38947
P38998	P38998
P39076	P12612
P39078	P12612
P39079	P12612
P39081	P39081
P39131	P39131
P39485	A0A086RSH0
P39593	P39593
P39644	A0A086RSH0
P39730	P39730
P39832	P39832
P40337	P40337
P40413	P12612
P40422	P40422
P40806	P40806
P41148	P02829
P41250	P41250
P41743	P41743
P41814	P41814
P41832	P41832
P42574	P42574
P42943	P12612
P43490	P43490
P43577	P43577
P43686	P17980
P43886	P43886
P44801	P0A9Q9
P44868	P0AGJ7
P45568	P45568
P45844	P45844
P45984	A8BZ95
P46467	P46467
P46844	P46844
P46959	P46959
P46976	P13280
P47079	P12612
P47811	A8BZ95
P47934	P18886
P48163	P48163
P48424	P12612
P48425	P12612
P48515	P48515
P49137	P49137
P49327	A5YV76
P49419	A0A0J9X1M8
P49773	P49773
P49789	P49789
P50213	P08200
P50583	P50583
P50750	A8BZ95
P50870	P50870
P51553	P08200
P51791	P51791
P51834	P51834
P51955	P51955
P52041	C4IEM5
P52298	P52298
P52391	P52391
P52917	P46467
P53355	P53355
P53396	P53396
P53779	A8BZ95
P54263	P54263
P54311	P54311
P54609	O05209
P54652	P0A6Y8
P54762	P54762
P55011	P55011
P55072	O05209
P55228	P0A6V1
P55229	P0A6V1
P55818	P55818
P56073	P56073
P56119	O67049
P56122	P56122
P56216	P56216
P56220	P56220
P56255	P56255
P56533	A0A0J9X1M8
P56649	O14556
P59009	P59009
P59044	P59044
P60472	P60472
P60546	P60546
P60752	G0SBE6
P60953	P01112
P61081	P61081
P61157	A0A8W4F696
P61758	P61758
P61823	P15468
P61889	I7J7V6
P62149	P02607
P62491	P01112
P62577	P62577
P62820	P01112
P62826	P01112
P62942	P62942
P62979	P62979
P63000	P01112
P63018	P0A6Y8
P63086	A8BZ95
P63096	P04695
P63212	P63212
P63248	P63248
P63284	P0ABH9
P63359	G0SBE6
P64559	P64559
P65367	P65367
P68106	P62942
P68139	A0A8W4F696
P68183	P68183
P68187	O57758
P68400	P68400
P68431	P68431
P69332	P69332
P69441	O66490
P69447	P69447
P69783	P69783
P69902	O06644
P70673	P70673
P71079	A0A086RSH0
P71408	P71408
P73953	P73953
P73954	P73954
P74717	P74717
P74901	P74901
P74903	P74903
P76077	P76077
P76079	P76079
P76558	P76558
P77398	P77398
P77399	P07896
P77455	P77455
P77555	P77555
P78356	P78356
P78383	P78383
P78773	J9VFT1
P80276	A0A0M4HL56
P80702	P80702
P81122	P81122
P82197	O00764
P83820	P0A3F4
P90613	I7J7V6
P94845	E3VXC2
P97328	P97328
P9WFG7	O64527
P9WFT3	P00953
P9WFY7	A0QV40
P9WGP5	P10408
P9WGR1	A0A086RSH0
P9WGT3	A0A086RSH0
P9WHJ3	P9WHJ3
P9WHU3	P9WHU3
P9WHV7	P9WHV7
P9WIE5	P9WIE5
P9WJJ3	P9WJJ3
P9WK17	P9WK17
P9WKE9	P60546
P9WKF5	O66490
P9WKH3	P9WKH3
P9WMN3	P9WMN3
P9WMW9	P9WMW9
P9WN31	P0A3F4
P9WNG3	P0A6R0
P9WNN9	P9WNN9
P9WNP5	P9WNP5
P9WNV3	P9WNV3
P9WPA5	O26010
P9WPC3	P0A6G7
P9WPF3	P9WPF3
P9WPY1	P56122
P9WQB1	O52942
P9WQJ7	P9WQJ7
P9WQJ9	P9WQJ9
Q00266	P0A817
Q004B5	P12277
Q00955	Q00955
Q00IB3	Q00IB3
Q02046	Q02046
Q02127	Q02127
Q02521	Q02521
Q02790	Q02790
Q02821	Q02821
Q03555	Q03555
Q04230	Q04230
Q04656	Q04656
Q04M32	Q04M32
Q05193	Q05193
Q05213	Q05213
Q05B79	Q05B79
Q06609	O74036
Q06994	Q06994
Q06ZW2	Q06ZW2
Q08636	B3LH69
Q08637	P16140
Q08685	Q08685
Q08698	Q08698
Q08881	Q08881
Q09161	Q09161
Q09472	Q09472
Q0ASS9	Q0ASS9
Q0DPB7	A0A0A6ZFY4
Q0IIM2	Q0IIM2
Q0KEY8	C4IEM5
Q0P8I4	Q0P8I4
Q0P9D1	Q0P9D1
Q10RX7	A0AAA9T569
Q12019	Q12019
Q12149	Q12149
Q12306	Q12306
Q12349	Q12349
Q12406	Q12406
Q12449	Q12449
Q12513	Q12513
Q12866	Q12866
Q12931	P02829
Q13153	Q13153
Q13224	Q13224
Q13418	Q13418
Q13451	Q02790
Q13464	Q13464
Q13572	Q13572
Q13838	P10081
Q14012	Q14012
Q14028	Q14028
Q14191	Q14191
Q14683	Q14683
Q148J6	Q148J6
Q14995	Q14995
Q15119	Q15119
Q15257	Q15257
Q15274	Q15274
Q15286	P01112
Q15370	Q15370
Q15413	E9Q401
Q15645	Q15645
Q15738	Q15738
Q15811	Q15811
Q15843	Q15843
Q15GI4	I6LRS1
Q15JG1	Q15JG1
Q16513	Q16513
Q16531	Q16531
Q16774	P60546
Q16798	P48163
Q16836	C4IEM5
Q1D5Y4	P9WNN9
Q1EMV2	Q1EMV2
Q1EQE0	A0A1C5HQ65
Q1G929	Q1G929
Q1GAA2	Q1GAA2
Q1GBI9	A0A086HZU3
Q1GBJ0	A0A086HZU3
Q1KZG4	P49789
Q1PLI0	Q1PLI0
Q22GC0	Q22GC0
Q22VV9	Q22VV9
Q22XT1	Q22XT1
Q27198	Q27198
Q27743	I7J7V6
Q27797	I7J7V6
Q28372	Q28372
Q29122	Q29122
Q2FWW9	Q2FWW9
Q2FWX0	Q2FWX0
Q2FXG9	E0TY72
Q2FZ58	Q2FZ58
Q2G1P3	A0A0D6GJV1
Q2G506	G0SBE6
Q2GIL5	A0QV40
Q2QJL3	P0AG18
Q2RFJ5	Q2RFJ5
Q2RSB2	Q2RSB2
Q2SZ09	Q2SZ09
Q2SZE4	Q2SZE4
Q2T230	Q2T230
Q2T9X2	P12612
Q2U852	Q2U852
Q2YHF0	A0A024B7W1
Q31KC7	Q31KC7
Q31LX1	A0ABX1LL65
Q31QF3	A0A086RSH0
Q32L40	P12612
Q32ZE1	A0A024B7W1
Q39054	Q39054
Q39172	A0A096LNF0
Q39VU6	Q39VU6
Q39VU7	Q39VU7
Q3ACS5	Q3ACS5
Q3IWN8	A7IIH0
Q3K9A1	Q3K9A1
Q3MCR9	A3DJ37
Q3MHR7	Q3MHR7
Q3SYX9	Q3SYX9
Q3T035	Q3T035
Q3T9E4	Q3T9E4
Q3UED7	Q3T9E4
Q3ZUB0	Q3ZUB0
Q40577	A0A0A0RCB5
Q42093	A0AAA9T569
Q46381	A0A086RSH0
Q47511	A0A6L8PEJ7
Q47764	Q47764
Q47943	A0A0J9X1M8
Q49AH0	Q49AH0
Q4AE70	Q4AE70
Q4DA73	Q4DA73
Q4E4E1	Q4E4E1
Q4J894	Q4J894
Q4J9L0	Q4J9L0
Q4PRK9	I7J7V6
Q4U331	P77555
Q4W2K4	I6LRS1
Q4WAZ0	Q4WAZ0
Q4WAZ9	Q4WAZ9
Q4WDZ8	A0A1C5HQ65
Q4WQY4	Q4WQY4
Q4X158	Q4X158
Q503I3	Q503I3
Q51451	Q51451
Q52428	P54263
Q53008	Q53008
Q53826	Q53826
Q53W83	O59128
Q54276	Q54276
Q54450	Q54450
Q548M1	P0A6F5
Q54S83	Q54S83
Q55650	Q55650
Q56403	B3LH69
Q56404	P16140
Q57834	Q57834
Q57913	Q57913
Q57U70	Q57U70
Q57ZH3	Q57ZH3
Q57ZS7	A0QSU3
Q582G4	Q582G4
Q584S0	Q584S0
Q58504	Q58504
Q58517	Q58517
Q58761	Q58761
Q58830	Q58830
Q58993	Q58993
Q58CQ2	Q58CQ2
Q58T34	Q58T34
Q58VP7	A0A8T9DN77
Q59560	P0A7G6
Q5ABT9	A3LWG4
Q5CR64	P15266
Q5CYZ2	I7J7V6
Q5FKC3	Q5FKC3
Q5HCZ5	Q5HCZ5
Q5HFV4	P15266
Q5HJD7	I7J7V6
Q5HZ00	Q5HZ00
Q5JCX3	Q5JCX3
Q5JID5	Q5JID5
Q5JIT1	Q5JIT1
Q5JIY7	Q5JIY7
Q5JVF3	Q5JVF3
Q5L3C7	O66949
Q5M4V7	G0SBE6
Q5M4V8	Q5M4V8
Q5NUL3	Q5NUL3
Q5S007	Q5S007
Q5SGZ2	Q5SGZ2
Q5SH23	Q5SH23
Q5SHN5	P13551
Q5SHT5	Q5SHT5
Q5SHZ3	Q5SHZ3
Q5SIT5	Q5SIT5
Q5SIY4	P08200
Q5SJ29	Q5SJ29
Q5SJA1	I7J7V6
Q5SJP7	Q5SJP7
Q5SJY9	Q5SJY9
Q5SKI6	Q5SKI6
Q5SL35	Q5SL35
Q5SL84	Q5SL84
Q5SLE3	Q5SLE3
Q5SLI9	A0A086RSH0
Q5SLS0	Q5SLS0
Q5SLV5	P15266
Q5T280	Q5T280
Q5W271	Q5SGZ2
Q5ZRE6	Q5ZRE6
Q5ZRG2	Q5ZRG2
Q5ZRL4	Q5ZRL4
Q5ZTK4	Q5ZTK4
Q5ZU30	Q5ZU30
Q5ZUA2	Q5ZUA2
Q5ZVH3	Q5ZVH3
Q5ZWR1	Q5ZWR1
Q5ZXE0	Q5ZXE0
Q60187	P16140
Q60365	Q60365
Q60610	Q60610
Q60932	P21796
Q63537	Q63537
Q65199	A0A2X0SE53
Q65CJ7	Q65CJ7
Q6A562	Q6A562
Q6AW42	P12277
Q6BBR6	Q5ZTK4
Q6BDJ2	Q6BDJ2
Q6BDS0	Q6BDS0
Q6GEZ3	Q6GEZ3
Q6GFF9	Q6GFF9
Q6GI75	A0A086RSH0
Q6IDD9	Q6IDD9
Q6JP77	Q6JP77
Q6LX38	P12612
Q6MLN6	Q6MLN6
Q6MPX4	Q6MPX4
Q6N5P6	Q6N5P6
Q6NGV6	Q6NGV6
Q6NXT2	P68431
Q6NZB1	Q6NZB1
Q6P1M3	Q6P1M3
Q6P2Q9	Q6P2Q9
Q6Q272	Q6Q272
Q6R327	Q6R327
Q6RCR0	Q5ZTK4
Q6SZW1	Q6SZW1
Q6TS43	Q6TS43
Q6UCJ9	Q6UCJ9
Q6WRH7	Q6WRH7
Q6WVP7	A0A086RSH0
Q6ZRS2	Q6ZRS2
Q716H3	Q716H3
Q71U36	Q71U36
Q72F88	Q72F88
Q72GF3	Q6GEZ3
Q72IW9	P08200
Q72J04	G0SBE6
Q72J05	G0SBE6
Q734X3	A0A6L8PEJ7
Q739U3	Q739U3
Q73Q47	Q73Q47
Q74P24	Q74P24
Q76L36	A0A0M4HL56
Q79AD2	Q79AD2
Q79FX8	Q79FX8
Q79N53	Q79N53
Q7DB50	Q7DB50
Q7K6A5	O95342
Q7LLW9	Q7LLW9
Q7MBY8	Q7MBY8
Q7MGW0	P0AGJ7
Q7NY09	Q7NY09
Q7YYQ9	O14556
Q7Z8P9	P15266
Q81G39	Q81G39
Q81GI3	A0A086RSH0
Q831P9	O26010
Q84BQ9	Q84BQ9
Q84CU3	Q84CU3
Q84TH5	Q84TH5
Q86U44	Q86U44
Q86W50	Q86W50
Q877H2	P12612
Q87KD2	Q87KD2
Q87TN7	Q87TN7
Q88B47	O53146
Q88BC5	A0A0J9X1M8
Q88HJ8	Q88HJ8
Q8A3I2	Q8A3I2
Q8BGM4	Q8BGM4
Q8BGV8	Q8BGV8
Q8C1E7	Q8C1E7
Q8CKU7	Q8CKU7
Q8DAP0	Q8DAP0
Q8DPS7	A0A0J9X1M8
Q8DUW5	Q8DUW5
Q8E3E8	O14556
Q8ECH6	Q8ECH6
Q8ECH7	Q8ECH7
Q8EGW2	Q8EGW2
Q8EGW3	Q8EGW3
Q8EIJ9	Q8EIJ9
Q8EIU4	Q8EIU4
Q8F424	Q8F424
Q8GCH2	Q8GCH2
Q8GRC7	A4IU28
Q8HXQ5	A0AAA9T569
Q8I4V8	Q8I4V8
Q8I4W8	Q8I4W8
Q8IDR3	Q8IDR3
Q8IIS0	Q8IIS0
Q8IJM4	Q8IJM4
Q8JQF8	Q8JQF8
Q8JUX6	Q8JUX6
Q8K3F7	D6PBM7
Q8KFD9	Q8KFD9
Q8KHZ8	A0A6M5K9A4
Q8KNP3	Q8KNP3
Q8L794	Q31KC7
Q8LFA9	Q8LFA9
Q8LQ68	Q8LQ68
Q8N1G2	Q8N1G2
Q8N884	Q8N884
